essay_id,deberta_3891_feat_0,deberta_3891_feat_1,deberta_3891_feat_2,deberta_3891_feat_3,deberta_3891_feat_4,deberta_3891_feat_5,deberta_5188_feat_0,deberta_5188_feat_1,deberta_5188_feat_2,deberta_5188_feat_3,deberta_5188_feat_4,deberta_5188_feat_5,deberta_6485_feat_0,deberta_6485_feat_1,deberta_6485_feat_2,deberta_6485_feat_3,deberta_6485_feat_4,deberta_6485_feat_5
a4eba1b,1.5589067,4.985418,2.6180062,-2.0820937,-4.0230036,-4.056971,3.4347553,5.6383896,0.59418726,-3.3414288,-3.919319,-3.4273353,2.8630874,6.296257,0.82764983,-3.7462966,-4.049489,-3.5018985
a4f476e,-3.368046,-2.367871,0.84016365,3.4440145,2.5873556,-1.1573881,-3.272884,-2.6867063,-0.035735745,2.8285925,3.8207097,-0.24198623,-3.3689706,-2.3273273,0.5975666,3.6856356,2.9013987,-1.4558806
a4f63d6,-1.7286006,1.4441137,4.4314,2.3442435,-2.8529007,-4.5757804,-1.5094787,1.5083525,4.5574675,1.8752546,-3.020945,-4.731918,-1.7272239,2.0835147,5.1406317,1.5606524,-3.480624,-4.8866215
a4f89e4,2.2356827,5.696412,1.3186303,-3.1854434,-3.6250234,-3.3400254,2.344085,6.808085,0.250599,-3.788554,-3.6310148,-3.004692,1.7105199,6.930582,0.7682507,-3.8556006,-3.631727,-3.0004816
a4fb48d,-1.3784742,1.8955859,4.373663,1.7079712,-3.307923,-4.546995,-2.2735603,0.41000313,4.237647,3.0325227,-2.183419,-4.62681,-3.0039546,-0.173607,3.8460948,4.1651793,-1.5935,-4.6049266
a4fc9c0,-3.8275468,-1.7008319,2.896533,4.7686357,0.3186007,-3.4189713,-4.1693506,-2.7942967,1.3414133,5.0207267,2.450201,-2.4198565,-4.095097,-3.134196,0.43369284,4.5998793,3.2928853,-1.537232
a4fcdca,-0.99448097,3.8975623,4.7822423,-0.7711539,-4.104445,-4.3850617,-2.2554662,3.0448766,6.3735275,-0.24235205,-4.3608665,-4.739738,-2.7821548,2.641064,6.784112,0.19715275,-4.264822,-4.795792
a4ff59c,-2.2461903,2.51351,5.525756,0.99735063,-3.5926416,-4.450914,-3.2595367,1.7110682,6.6576686,1.0841867,-3.5849283,-4.4756427,-3.389541,2.1977627,6.860017,0.6675367,-3.7417738,-4.4324555
a501ce4,-0.5777979,3.954284,4.4536095,-0.36158672,-3.9328895,-4.4812922,-1.03078,5.03093,5.049398,-1.6911021,-4.483466,-4.535281,-0.9629301,5.674771,4.8223667,-2.3050742,-4.5148554,-4.4165597
a507ced,1.9155221,5.8137507,1.6075468,-3.265618,-3.7650466,-3.3812766,1.2951618,6.883648,0.93595386,-3.7663832,-3.6720266,-2.9611707,1.3323077,6.871474,0.78533703,-3.8518517,-3.590256,-2.9542158
a50ad20,4.291605,2.6145217,0.49365643,-1.6468211,-2.6169667,-2.062358,5.7662997,1.502258,-0.49372756,-1.6799291,-2.0434873,-1.5247997,5.893056,1.4229549,-0.68158185,-1.7198586,-1.9944081,-1.4589974
a510e35,-0.8065442,3.4190228,4.5555587,0.0036329867,-3.9258096,-4.4268756,-1.208277,4.6827817,5.151048,-1.7051415,-4.4117413,-4.172741,0.25384948,6.273818,3.1911507,-3.1352942,-4.314987,-3.7698238
a511e3b,-2.5899699,1.0205207,4.994867,2.7798972,-2.804122,-4.560899,-2.643297,1.8278568,6.4495625,1.2313734,-3.842272,-4.746601,-2.8609228,1.8850353,6.615169,1.3276516,-3.862195,-4.7623825
a511e5c,-0.14726497,4.922957,3.7247083,-2.2767718,-3.9968815,-3.691114,0.65110946,6.3774834,1.6585572,-3.5524905,-3.750148,-2.917901,0.56346804,6.4945464,1.6274596,-3.6682434,-3.6692693,-2.8479037
a51404d,-2.161087,1.4767749,4.9567037,2.1186523,-3.1878383,-4.5803585,-2.531588,1.4369414,5.99575,1.5170943,-3.678752,-4.7776837,-3.0069077,0.8770811,5.8719807,2.4655242,-3.3166869,-4.8822093
a51fdac,-3.6084247,-1.5993124,2.6128557,4.656379,0.60295314,-3.4180017,-3.8535075,-2.123602,2.1763983,5.0523415,1.265162,-3.3140962,-4.0571713,-2.3232205,1.7012758,5.2749476,1.7095845,-3.0209064
a52300c,-3.627168,-0.9906174,3.758494,4.5107155,-0.7322748,-4.041941,-4.0530033,-1.8163302,3.2610354,5.216916,0.11971554,-3.9325297,-4.323317,-2.3018825,2.2019722,5.5876575,1.1719018,-3.3334224
a52306b,-1.8602211,2.817302,5.308194,0.72623664,-3.8195903,-4.522399,-2.5934,2.7212694,6.483825,0.46073043,-4.1349926,-4.7908664,-2.7003522,2.9106941,6.5980005,0.3764172,-4.260396,-4.835086
a5254a8,-1.3669307,1.344837,3.8323166,2.168835,-2.540813,-4.3168054,-1.333739,1.3344826,4.039955,1.8225818,-2.5627959,-4.4086576,-1.6276016,1.8472378,4.569464,1.6998838,-2.9785032,-4.596492
a526c57,-3.784275,-2.733703,0.9413568,4.125573,2.6533437,-1.5020182,-3.8675601,-3.157525,0.11488725,3.8350463,3.9141245,-0.8506752,-3.731578,-3.2361636,-0.25426754,3.4451108,4.1475453,-0.31315488
a5274af,-3.4912145,-0.6430997,4.174422,3.9668906,-1.2313174,-4.034786,-4.040217,-1.8654255,3.326227,5.0074086,0.11607684,-3.7186592,-4.2987795,-2.3489625,2.2933118,5.454975,1.161818,-3.179012
a529909,-3.5123322,-2.9551024,-0.10390388,2.6083531,3.5356712,0.5806791,-3.1792667,-3.0418396,-0.77269953,1.9692856,4.491679,1.1125878,-3.3294168,-3.0728796,-0.5663051,2.3660698,4.3296247,0.6216702
a529ecd,-3.0695329,-2.7598927,-0.55439526,1.5400124,3.2424533,1.8113806,-2.9313629,-2.9583325,-1.0926176,1.2468933,4.35485,1.9975772,-3.1122296,-3.0605476,-0.8365428,1.722554,4.2857056,1.3753961
a52b535,-3.6658826,-2.2773585,1.5023793,4.373891,1.969919,-2.273829,-3.4044435,-3.1618032,-0.5387251,2.726237,4.3488564,0.2944921,-3.4857547,-3.0671365,-0.29609448,3.1656847,3.9982033,-0.27634847
a52d490,-2.4354188,1.087363,4.857023,2.6960177,-2.7127852,-4.6332736,-2.976015,0.71840227,5.764994,2.733164,-2.899679,-4.8761535,-3.2025344,1.1438106,6.197819,2.4431071,-3.2385159,-4.952556
a5301b8,-0.70001006,4.6014667,4.226003,-1.5561373,-3.906593,-3.8934996,0.13365956,6.501576,2.677738,-3.275214,-3.9512272,-3.4002957,-0.67201746,6.188779,3.512469,-3.073887,-3.9700348,-3.455309
a534657,-3.423653,-0.8775131,3.655987,4.495009,-0.79723895,-4.091961,-4.0213,-1.977208,2.6634111,5.281806,0.69540775,-3.7016423,-4.1684318,-2.2183018,2.005119,5.567577,1.2334512,-3.3571193
a53d268,-3.6350956,-1.0560397,3.7191455,4.342728,-0.6647451,-3.8249676,-4.234585,-2.5580106,2.078436,5.305265,1.5910277,-3.0194623,-4.384999,-2.5840778,1.8713691,5.465898,1.7041467,-2.8860261
a540d37,-2.48197,0.31236827,3.9307811,3.5819583,-1.6745325,-4.5303907,-2.4949672,1.0980129,5.3490853,2.6980724,-2.9451973,-5.1785536,-3.1758263,1.013863,5.9024525,3.066723,-3.0753644,-5.351564
a5456c7,-1.2933663,1.8935658,4.173348,1.6484486,-3.1277056,-4.408681,-0.7216284,2.3089776,4.022742,0.7233792,-3.3798108,-4.4339194,-1.4463216,2.4754417,4.707602,0.83550143,-3.573849,-4.5392976
a546e10,-2.5039332,1.680802,5.3473654,1.997143,-3.233776,-4.564477,-2.985662,1.8442413,6.5832753,1.1378218,-3.7470415,-4.5961485,-3.2020965,1.8595622,6.7333074,1.1996099,-3.80731,-4.649624
a549027,-1.4217492,0.5137871,2.7748961,2.572979,-1.2742276,-3.9344807,-0.17338128,1.8988196,3.09564,0.92746896,-2.8168564,-4.320471,-1.0736613,1.7254795,3.7811265,1.6208752,-2.810554,-4.607502
a54cdd4,-1.7946185,2.6313772,5.118682,0.84775573,-3.5576017,-4.373322,-2.513831,2.5300887,6.141194,0.44057044,-3.6962411,-4.460006,-2.7969909,2.4671636,6.3612514,0.50902456,-3.760277,-4.443312
a54dbd6,-2.5576127,0.4734787,4.409457,3.1480103,-2.0831487,-4.268349,-2.3528209,0.45533806,4.516922,2.9132724,-2.1454148,-4.428003,-2.6297355,0.84512746,4.9447637,2.8657117,-2.4081154,-4.496394
a54e4af,-0.9872585,0.9784584,2.7758977,2.0144114,-1.6658245,-3.952336,0.3198882,1.8962116,2.5052629,0.5172614,-2.5201168,-3.9744673,-0.8874789,1.8662158,3.4962971,1.3210512,-2.6831813,-4.4530125
a54fa0a,0.35485655,5.2331457,3.1462314,-2.5428991,-3.8485832,-3.6094162,0.4544925,6.2534037,2.5504336,-3.5192053,-3.9522297,-3.3102164,0.23915707,6.3457,2.9216778,-3.5751455,-4.034032,-3.51555
a556f77,0.7601407,2.9275596,2.8379412,0.13915811,-3.2944648,-4.0710974,1.0640825,3.8779986,3.0252786,-0.8002955,-3.8560073,-4.3475127,0.23209253,4.593572,3.8274248,-1.1081523,-4.185729,-4.6397557
a55a0fd,-2.1985235,0.77754295,4.31776,2.8233547,-2.48423,-4.503643,-3.0803638,-0.61150783,3.8956206,4.046952,-1.2228205,-4.375796,-3.4244146,-0.66769546,3.8447893,4.4942756,-1.1734146,-4.4234996
a55b2d1,-3.2007546,-0.6400124,3.8359773,4.145462,-1.276879,-4.130232,-3.679121,-1.4635338,3.3415086,4.9127135,-0.33395657,-4.100737,-3.9428694,-1.8829529,2.5306644,5.4521475,0.4451657,-3.7154334
a55c186,1.251001,5.294006,2.5960903,-2.3477242,-3.843522,-3.8708544,1.6031805,6.7172456,1.3095899,-3.5553668,-3.9301605,-3.3170385,1.2900436,6.9661446,1.2692807,-3.7000222,-3.8305838,-3.2221098
a55e6fa,-2.5181901,1.5428307,5.302922,2.1369143,-3.1316807,-4.6056633,-2.8947227,1.5324905,6.2860336,1.7376832,-3.5186462,-4.8973203,-3.131198,1.858071,6.6148458,1.454431,-3.7156935,-4.9186196
a566308,4.4150033,2.0206988,0.42195958,-1.2887751,-2.4349575,-2.3234558,5.479825,0.5524925,-0.32454476,-1.3089665,-1.7932817,-1.5842713,5.7042418,0.41485527,-0.44932577,-1.3127496,-1.7905432,-1.5415913
a56b9af,-2.3730059,1.2911222,5.0716405,2.5236099,-2.992904,-4.6019354,-3.1241324,0.96843415,6.301622,2.3665133,-3.3034909,-4.943662,-3.235353,1.2128125,6.4493394,2.2835584,-3.431097,-4.992495
a56bdf8,-2.310509,0.34903157,3.9557204,3.4325848,-1.8789142,-4.462727,-2.8756995,-0.035171047,4.3652277,3.8063927,-1.7814968,-4.734409,-3.75683,-0.9673069,3.6019576,5.0617957,-0.80142856,-4.4619746
a56c345,-3.3971293,-1.9171664,1.865867,4.3907785,1.2659078,-2.8115642,-3.39828,-2.1801212,1.3056786,4.405202,1.8978697,-2.6503158,-3.6579154,-2.328941,1.0257719,4.7283196,2.1624205,-2.524326
a56d095,-2.976899,-0.12406812,4.221718,4.0086007,-1.6813129,-4.504191,-3.1090877,-0.47929296,4.0358357,4.1059756,-1.3515972,-4.5564446,-3.6624746,-1.0048801,3.3940563,4.9870567,-0.6119559,-4.332909
a572f95,-1.2165122,1.7480217,3.9961216,1.865739,-2.9974716,-4.458802,-0.9954497,2.7491114,4.6170735,0.49561602,-3.725543,-4.6486373,-1.898203,2.5878685,5.5641885,0.87340516,-3.907476,-4.934119
a57fd78,4.747442,4.3112636,-0.09582019,-2.5830991,-3.1446772,-2.8345551,6.386956,2.7767837,-1.1379437,-2.2840495,-2.5720823,-2.0657456,6.519822,2.7969139,-1.3663955,-2.353372,-2.6044693,-2.0076258
a58a003,2.991648,4.778425,1.2561152,-2.4232035,-3.7014658,-3.330614,3.183761,5.757864,0.27218133,-3.296543,-3.7772512,-2.9230733,3.5942636,5.7592335,-0.05675479,-3.3895497,-3.6173534,-2.7838342
a58a879,-1.4525064,3.0551713,4.91219,-0.017290672,-3.965242,-4.2186446,-2.5515656,2.206284,6.156048,0.17786594,-3.9801743,-4.290829,-2.628756,2.4107533,6.241263,0.008750872,-4.04741,-4.2823014
a58d8b9,-1.0515031,4.0022435,4.8119025,-0.90199214,-4.1890135,-4.158412,-2.1913347,3.3324566,6.17807,-0.7087082,-4.2715406,-4.291061,-2.281525,3.7301545,6.3635383,-0.9606054,-4.4359202,-4.3222733
a58fd7c,-0.69018435,4.5687413,4.364863,-1.5133047,-4.0136585,-3.9989364,-1.8121978,4.5152917,5.3426185,-1.9357139,-4.214068,-3.8333058,-1.7386881,4.972038,5.128302,-2.3448095,-4.221917,-3.778065
a59d236,-3.5952587,-2.27099,1.3855419,4.0871525,2.1811168,-2.0604289,-3.6309502,-2.293129,1.2090424,4.2298207,2.4360878,-2.312935,-3.801569,-2.20613,1.3360865,4.7876987,2.0256245,-2.7534146
a5a15b6,-1.087971,2.5539045,4.3801246,0.9540141,-3.5240583,-4.525636,1.8678195,5.405345,2.1901739,-2.3236496,-4.152114,-3.926234,0.7509094,5.699303,3.2563393,-2.3459296,-4.3774166,-4.198218
a5a575c,-1.8525623,2.9004197,5.332338,0.84546787,-3.7040715,-4.600343,-2.6437902,2.9631474,6.65289,0.10506962,-4.1573496,-4.6803675,-2.829597,2.999092,6.8446712,0.08677898,-4.2102137,-4.723198
a5ada4d,-3.6309428,-1.8155357,2.2918742,4.7142644,0.9436786,-3.1535645,-3.793908,-2.3747292,1.5874648,5.0198503,1.8142633,-2.928672,-3.8605385,-2.4301212,1.2152365,5.127666,2.0691931,-2.7144547
a5afdd7,1.4454951,5.4011884,2.3936627,-2.514703,-3.8933952,-3.7802284,3.2181685,6.3671675,-0.2744752,-3.594791,-3.6169508,-2.8303134,3.2243059,6.384624,-0.4506385,-3.698995,-3.4808452,-2.7401774
a5b09cd,1.5234482,5.586844,1.8845615,-2.8148336,-3.6759567,-3.44654,1.1255666,6.728304,1.2051104,-3.4537997,-3.7710013,-3.1230452,1.4938688,6.9814925,0.5797776,-3.675106,-3.6522622,-2.9523087
a5b3af7,-3.4134376,-0.45704922,4.2547045,4.014167,-1.245727,-4.135226,-3.9595907,-1.3135868,3.9505293,4.8497467,-0.48774186,-4.1962566,-4.2225,-1.500944,3.4788795,5.3602858,-0.034595903,-4.062072
a5ba699,-3.179529,-0.39639655,4.0171447,4.1246934,-1.3005146,-4.3568454,-3.779968,-1.8608382,2.5858583,5.118467,0.5829407,-3.7492702,-3.9702575,-1.8351743,2.4743283,5.41304,0.55664706,-3.794312
a5bb8c7,-3.6389883,-2.3237312,1.2725692,3.9860528,2.3297715,-1.7670822,-3.588016,-2.8995724,0.018930772,3.2234511,3.9452524,-0.5361223,-3.793352,-2.7232406,0.4208457,4.0462003,3.3554678,-1.4375675
a5c16f9,4.7548575,2.3381007,0.15096916,-1.546476,-2.6125393,-2.269707,5.87251,0.96302426,-0.41646186,-1.4179431,-2.1079636,-1.7340328,6.1845975,0.74689233,-0.6478704,-1.4272554,-2.0424693,-1.5899239
a5c90b9,2.5628152,5.4556255,0.8081686,-2.951061,-3.435071,-3.2329316,2.7763848,6.342049,-0.24145187,-3.3923311,-3.4662464,-2.9145882,1.9951544,6.663433,0.06000437,-3.6413105,-3.446046,-2.871781
a5cc40d,-2.1012475,2.7748528,5.3603783,0.4920486,-3.717074,-4.256813,-2.7495384,2.4557087,6.3158975,0.362516,-3.7600267,-4.2738757,-3.4390647,1.3758456,6.4227815,1.5202154,-3.2729669,-4.355366
a5d516b,0.80913115,5.506938,2.5685234,-2.8819778,-3.7662652,-3.3892214,0.18139298,6.4346967,2.3862264,-3.4578648,-3.812503,-3.1887321,0.79715097,6.85318,1.1658858,-3.828828,-3.5423427,-2.9034472
a5d517d,-2.069935,2.8360837,5.322694,0.75422925,-3.5710373,-4.4220004,-3.2542922,1.9100505,6.6891065,1.3379606,-3.5254657,-4.738,-3.4958053,1.9332007,6.8213515,1.411313,-3.5995877,-4.8059263
a5d543d,2.1182597,5.834216,1.2461647,-3.2242355,-3.5460873,-3.2698905,2.8340626,6.6074295,-0.26308498,-3.5756812,-3.4364846,-2.7907052,2.4577024,6.774515,-0.12968521,-3.7121184,-3.4303534,-2.783848
a5dceeb,-2.8198097,-0.14733823,3.7631543,3.8740227,-1.233261,-4.320116,-2.8590183,0.2960918,4.8122816,3.3044078,-2.187443,-4.7787366,-3.4917324,-0.09426344,4.782752,4.106193,-1.9299575,-4.8696346
a5e12ea,-1.9918166,0.6236556,3.8825,3.1419213,-2.141998,-4.5658064,-1.9886769,0.5791358,4.2929206,2.7640665,-2.6146452,-4.781325,-2.6720266,0.3106113,4.447294,3.5848863,-2.4254463,-4.9741807
a5e1346,0.5656946,5.3242793,3.1583045,-2.5096557,-3.98277,-3.7223692,0.24126966,6.141506,2.9640095,-3.1733272,-4.150748,-3.5726573,0.7059938,6.6025047,2.279845,-3.5902896,-4.058263,-3.3853426
a5e4cbf,-2.6480424,1.6036197,5.5082746,1.7519313,-3.270168,-4.5028095,-3.4694982,0.20106354,5.8866744,2.885703,-2.6850712,-4.6957545,-3.4884403,0.8310172,6.399128,2.1497228,-3.2401733,-4.7314863
a5e7068,3.0228682,5.451155,0.5873166,-3.0769563,-3.3405797,-3.0650053,2.4229772,6.4440923,-0.19503663,-3.562633,-3.2633533,-2.6895154,2.9077497,6.3323293,-0.54739946,-3.5796094,-3.184913,-2.6798463
a5e97e6,-3.696129,-2.760348,0.9373888,4.148581,2.5594873,-1.6300536,-3.6190376,-3.2249734,-0.25070626,3.3446527,4.2515,-0.30754158,-3.7515135,-3.1738203,-0.016256101,3.9190307,3.845218,-0.9178657
a5eaac8,-1.6067933,2.6318927,5.1039886,0.92237645,-3.767625,-4.6183877,-1.9985182,3.0365078,6.062523,-0.12655346,-4.291492,-4.7767506,-2.764853,2.1800706,6.5265226,0.7686025,-4.0184145,-4.8675704
a5f0875,-3.5455422,-0.9546119,3.7378278,4.525881,-0.78074455,-4.0956206,-4.0645447,-2.1459405,2.4529755,5.3432226,0.9304142,-3.5552921,-4.2172914,-2.053116,2.2423942,5.5767784,1.0525975,-3.5129697
a5f1644,4.619992,4.069293,-0.08959641,-2.5335755,-3.1226807,-2.7111187,5.8027086,3.367939,-0.87883925,-2.4564955,-2.9652166,-2.3399985,5.868636,3.555629,-1.1022794,-2.6149578,-2.9892642,-2.3338826
a5f215c,5.4477453,2.4695532,-0.3729485,-1.9227476,-2.5269463,-2.1339219,5.8772845,0.4170027,-0.7728992,-1.374659,-1.5687761,-1.1415247,5.9866877,0.11635543,-0.89009476,-1.2571007,-1.4639382,-0.9353309
a5f3eba,0.6325984,3.115871,2.774148,-0.044152983,-3.2161367,-3.89582,2.2672057,5.810778,1.5126466,-2.8112435,-4.1260457,-3.8037953,2.5797598,6.2940426,0.90238833,-3.3637314,-4.0481987,-3.5754726
a6038b5,-1.3717859,2.1253028,4.4663897,1.4726511,-3.3223903,-4.523922,-1.4598025,2.7092652,5.279225,0.6752669,-3.8292506,-4.7902417,-1.4769428,3.7163844,5.6416564,-0.27126807,-4.288618,-4.774843
a608acf,-2.211014,1.9784774,5.1585846,1.342305,-3.4947689,-4.399277,-3.0947535,0.44375154,5.4933257,2.5084267,-2.8894303,-4.431346,-3.270844,0.5830374,5.6766768,2.467162,-3.0392163,-4.481858
a60e958,-2.1436732,1.613276,5.043127,2.0489595,-3.2210371,-4.617821,-2.5535882,1.197321,5.815293,2.1535187,-3.3918624,-4.9558787,-2.7424233,1.3925074,6.0470414,2.1873264,-3.5697932,-5.0470977
a60ed5f,-2.450021,1.5023823,5.1679516,2.3238397,-3.087,-4.667784,-2.809916,0.80080485,5.4679523,2.824565,-2.789821,-4.9264135,-3.0428393,1.1395003,5.8782477,2.6047242,-3.171471,-5.0233583
a613efa,0.46483698,5.4668126,2.9328709,-2.6322331,-3.9088461,-3.5520687,0.16084577,6.4988823,2.2660909,-3.460583,-3.8668003,-3.212793,0.22327699,6.691044,1.9704622,-3.5848923,-3.732227,-3.1191313
a61fb39,5.528652,2.6864254,-0.5688766,-2.0946712,-2.569944,-2.161075,6.4518714,1.3166987,-1.1333147,-1.8260447,-2.0717933,-1.5694733,6.6851587,1.4141207,-1.3348287,-1.9053835,-2.1525457,-1.599697
a61ff31,-2.587093,1.9542818,5.605199,1.3264021,-3.331694,-4.338764,-2.7161014,1.9521027,6.5372853,1.0087152,-3.8643,-4.781462,-3.1115148,1.5163265,6.616445,1.3427856,-3.6848469,-4.7003574
a620dab,-2.0208185,1.7009567,5.048012,2.0579007,-3.3244832,-4.709855,-2.0207524,2.1921616,5.9665785,0.8191364,-4.039478,-4.8717403,-2.3287504,2.2674453,6.370069,0.7826154,-4.219437,-4.931969
a621e0c,-2.2568843,1.0413918,4.600828,2.7781415,-2.567077,-4.653577,-2.0883873,2.085077,5.683683,1.1725246,-3.6162133,-4.950936,-2.8863223,1.4271846,6.104576,2.1166835,-3.4134889,-5.120265
a62419e,2.7213027,5.6831994,0.8108845,-3.236259,-3.4861317,-3.3017793,1.50917,7.017725,0.695156,-3.6621892,-3.6616063,-3.0387008,1.4533246,7.081956,0.57127064,-3.7095394,-3.5911481,-2.9791994
a624fc4,-2.6759865,1.0739951,5.0409584,2.7314463,-2.7490253,-4.6044974,-2.7542107,2.2510974,6.5672736,0.92097723,-3.8857615,-4.819835,-2.9163828,2.4407291,6.741947,0.87345266,-4.027302,-4.912307
a62b401,-3.5506504,-2.1701787,1.5464277,4.2719617,1.8102672,-2.3771076,-3.1186974,-1.8020715,1.3827181,4.02296,1.5898656,-2.6991315,-3.4540179,-2.1887796,0.8764508,4.340143,2.191104,-2.3760903
a62eb30,-1.9591109,2.3227143,5.3623824,1.4011753,-3.567562,-4.6448336,-2.302363,2.70159,6.328732,0.3960017,-4.0588346,-4.737701,-3.052653,1.8188126,6.7242513,1.2901386,-3.771599,-4.787802
a635fc8,-3.2668488,-0.7905878,3.6306283,4.422502,-0.8679277,-4.1583033,-3.8229032,-1.7388381,2.8418539,5.133919,0.28765768,-3.8627625,-3.9972908,-1.8554201,2.4350712,5.4806757,0.59160864,-3.7184503
a63a502,-0.18632351,4.718158,3.9385753,-1.4882715,-3.9684277,-4.0819464,-0.99928445,5.474681,4.3221736,-2.4108644,-4.170054,-3.8145905,-1.5809448,5.253983,4.9879837,-2.2213435,-4.2210054,-3.931248
a63a862,-2.2908013,2.1125426,5.254555,1.6299771,-3.3023467,-4.487189,-3.291968,1.6130893,6.4662843,1.6078713,-3.493866,-4.6064086,-3.5944328,1.2029889,6.4178743,2.0278237,-3.2149284,-4.5436363
a63b06d,-0.025714085,4.896954,3.6772478,-2.0587053,-4.113452,-3.8095212,-0.7051858,5.3584523,3.5605822,-2.956913,-4.0210233,-3.1818235,-0.1760978,6.1371183,2.7093377,-3.4689078,-3.92123,-3.0282848
a63e5a3,-3.557804,-2.548397,0.83087766,3.6818388,2.693715,-1.1960481,-3.3967395,-2.947814,-0.2014587,2.8694015,4.1393604,-0.042870834,-3.6023746,-2.856931,0.14726757,3.5857465,3.6719291,-0.9046768
a63fa18,-1.8989195,1.0580208,4.277045,2.7653263,-2.5109596,-4.5676723,-0.6420857,2.862854,4.5738535,0.40042096,-3.8182437,-4.753959,-1.9133909,2.3629117,5.6273766,1.2576853,-3.767291,-4.9930034
a63ff90,1.0114716,4.283577,2.481924,-1.5277511,-3.5570343,-3.5600135,1.1493381,4.7451034,2.24071,-1.7618042,-3.6763139,-3.5614684,1.092025,5.8390603,2.0783894,-2.6610367,-3.9030964,-3.5273201
a644369,-3.5131557,-1.6757632,2.1705852,4.3892455,1.1610401,-3.0174556,-3.6200578,-1.7075092,2.264234,4.5958652,1.1070775,-3.3895514,-3.9268124,-1.9643563,1.8677902,5.0678363,1.4625353,-3.225434
a6447b7,-0.39387053,1.4710507,2.6556513,1.4286331,-2.1920753,-3.9163969,-0.28099206,1.6881934,2.9748387,1.025451,-2.683818,-4.154506,-0.5477681,2.4239573,3.7015107,0.68354636,-3.2049856,-4.3616123
a645234,-1.651632,3.0538924,5.372942,0.43690598,-3.7999754,-4.5119452,-2.9285314,1.5646529,6.550997,1.63628,-3.4872708,-4.83181,-3.3774638,1.3080188,6.6461105,2.026059,-3.4022377,-4.8607388
a645a4b,0.3182001,3.6234722,3.4670653,-0.23450884,-3.6118598,-4.315456,0.48892123,5.511797,3.5595276,-2.0959742,-4.2661433,-4.407595,0.50960577,6.4077673,3.1307087,-2.9303102,-4.2566733,-4.168466
a64b3b8,-3.3851266,-1.7420844,1.8471385,3.9338713,1.5227007,-2.5155058,-3.33489,-1.6948112,1.8184575,3.9712846,1.5724028,-2.7620788,-3.708677,-1.5910057,2.1510537,4.70779,1.078567,-3.3266904
a6526c3,-1.7113947,0.4641158,3.0884914,2.7954838,-1.4033084,-4.023744,-1.3881212,0.9465554,3.5963035,2.1206906,-2.0432405,-4.332668,-1.9026031,1.0006465,3.8843234,2.6042023,-2.1626067,-4.562394
a652823,-0.52441585,3.5919833,4.187411,-0.2793383,-3.7815602,-4.200385,-2.2431,2.6398127,5.8474746,0.6478549,-3.8419676,-4.5807056,-2.6378107,2.983037,6.2937555,0.28132188,-4.028621,-4.5177693
a65543a,-1.3490958,1.8359836,4.3257923,1.698272,-3.126212,-4.4258637,-2.3330562,1.0537744,5.46049,2.0999768,-3.2108815,-4.722357,-2.465094,1.3883971,5.812157,1.7634984,-3.5085104,-4.7268405
a655a6f,-2.2022986,1.1124494,4.6223497,2.853484,-2.7108078,-4.7260556,-1.818271,2.2666779,5.585637,1.3285508,-3.7611516,-5.1307764,-2.9022772,1.6758237,6.29745,2.0379314,-3.7163117,-5.235094
a656bc3,-3.4121654,-0.7382508,3.9800546,4.25706,-1.1256083,-4.1174245,-3.1124644,-0.48918623,4.4858446,3.8206143,-1.7441791,-4.486336,-3.4672441,-0.45617786,4.6550503,4.0838084,-1.8695742,-4.6204348
a657a2a,0.4506827,5.2450686,3.1942112,-2.283574,-3.989739,-3.9469645,1.168482,6.7966347,1.4472585,-3.5910156,-3.897792,-3.4339304,1.4813639,6.9481254,0.85043246,-3.835031,-3.7788546,-3.1767933
a658683,5.35047,3.0870652,-0.3943482,-2.1511931,-2.7323608,-2.2385094,6.423,1.9121363,-1.1309884,-2.0226946,-2.3427782,-1.7374998,6.6026053,1.6273471,-1.283443,-1.9720871,-2.2650545,-1.5986234
a65cf4d,-3.3974483,-1.5946305,2.3858008,4.512863,0.66207683,-3.2969348,-3.1199007,-1.3646578,2.3330736,4.32383,0.48193958,-3.5473735,-3.6782455,-2.0391414,1.5349671,4.944159,1.5634358,-3.05592
a65e1f2,-3.6840081,-2.1508136,1.9452404,4.6920805,1.3362427,-2.8127015,-3.8282373,-2.8511338,0.86595434,4.673255,2.8305733,-2.0293238,-3.820987,-2.5568721,1.0408521,4.9369497,2.360363,-2.4110677
a65ffd0,-2.7851593,0.39945832,4.5461583,3.5712743,-2.1652522,-4.640681,-2.7504528,0.603826,5.0693974,3.1876712,-2.5664108,-4.952344,-3.1962452,0.8568465,5.589754,3.2745745,-2.8779404,-5.1594925
a660028,-2.393859,1.4635352,5.207829,2.1636844,-3.2111185,-4.6495023,-2.6008942,2.1209738,6.404183,0.60168105,-3.980864,-4.65448,-3.197758,1.3671312,6.5320897,1.4806017,-3.605528,-4.665909
a6613a2,0.36776158,3.3474755,3.4649026,-0.10119479,-3.5564082,-4.300975,-0.055800475,4.971338,4.486462,-1.6032605,-4.512944,-4.655258,-0.32637405,5.597424,4.7633853,-2.1680067,-4.712585,-4.600957
